user_id,variant,converted,pre_exposure
87,A,0,0.5883676458323351
88,B,0,0.0
89,B,0,0.7067322357331018
90,A,0,0.11378368765740013
91,B,0,0.6723224836533761
92,B,0,0.07016424584522099
93,A,0,0.0
94,B,0,0.27493561146760004
95,A,0,0.5094359254608417
96,A,0,0.2483028730146034
97,B,0,0.024341352762999036
98,B,0,0.0
99,A,0,0.0
100,B,0,0.3508048549624597
101,A,0,0.4969139099857415
102,B,0,0.1507116222124128
103,A,0,0.0
104,B,1,1.061912645786512
105,B,0,0.0
106,B,0,0.0
107,B,0,0.38630535606202954
108,A,0,0.0
109,B,0,0.31591087926989175
110,A,0,0.02550774907714906
111,B,0,0.2327839092433442
112,B,0,0.1772895421337531
113,A,0,0.26063431851318797
114,B,0,0.40825158101210246
115,B,0,0.0
116,A,0,0.6262946066935748
117,A,0,0.4178281366843295
118,A,0,0.4531197986909804
119,A,0,0.5494591943333085
120,A,0,0.43627646651176083
121,B,0,0.4532236041735776
122,B,0,0.22267808322286556
123,A,0,0.0
124,B,0,0.15948646998889585
125,B,0,0.0
126,A,0,0.0
127,B,0,0.2775358372738963
128,B,0,0.029435163755707233
129,B,0,0.0
130,B,0,0.0
131,B,0,0.2805251239126744
132,A,0,0.30760158475110333
133,B,0,0.59673724093005
134,B,0,0.1958255994427719
135,A,0,0.5125519277638466
136,B,0,0.6206794480317568
137,A,0,0.5450496908449076
138,A,0,0.0
139,A,0,0.5686051157610263
140,B,0,0.3018860024745928
141,A,0,0.3271314058560042
142,A,0,0.31136822532087766
143,A,0,0.31482714808122825
144,B,0,0.29582426607571427
145,B,0,0.09232600743841388
146,A,0,0.0
147,A,0,0.16732558162777306
148,B,0,0.0
149,A,0,0.5240490237613655
150,B,0,0.11337004820138676
151,A,0,0.22504260683210298
152,B,0,0.0
153,A,0,0.046813259630562015
154,A,0,0.19654008149402397
155,B,0,0.0
156,A,0,0.29020553428838175
157,B,0,0.16817832396567473
158,B,0,0.0
159,B,0,0.0
160,B,0,0.3539156401640915
161,B,0,0.1107247883170009
162,A,0,0.040997476034552505
163,A,0,0.1291536110441174
164,A,0,0.7449427822643431
165,B,0,0.18505970928210705
166,A,0,0.22598577889656266
167,A,0,0.0
168,A,0,0.69420171990683
169,A,0,0.4752463950332883
170,A,0,0.5200804601015537
171,A,0,0.2143018193635039
172,B,0,0.47499643664737873
173,B,0,0.3112840505283231
174,B,0,0.38395672335770187
175,A,0,0.15434211247751292
176,B,0,0.0
177,A,0,0.5086563043409549
178,B,0,0.0
179,B,0,0.1280189986225892
180,B,0,0.13864325348010176
181,A,0,0.0
182,A,0,0.38393694090097397
183,B,0,0.13990108957712952
184,A,0,0.06893950232081553
185,A,0,0.35595251929329236
186,A,0,0.057026287832475875
187,A,0,0.6166939924514925
188,A,0,0.30543652285619416
189,A,0,0.057700103949668236
190,B,0,0.0
191,B,0,0.0
192,B,0,0.5260492354305091
193,A,0,0.1848187810665973
194,B,0,0.1150624802961396
195,A,0,0.6929754842728091
196,A,0,0.0
197,A,1,0.6243026600475923
198,A,0,0.0582236969724548
199,B,0,0.37590118445939014
200,A,0,0.0009394405087859437
201,B,0,0.015974645415791577
202,A,0,0.0
203,B,0,0.418804821205357
204,A,0,0.4418418075545066
205,A,0,0.05708697577965141
206,B,0,0.2490019836623896
207,B,0,0.0
208,A,0,0.0584560535777294
209,B,0,0.6133852858167563
210,A,0,0.2407192202201403
211,B,0,0.8931090460387665
212,B,0,0.0
213,A,0,0.3740853250172923
214,B,0,0.1413482516500693
215,A,0,0.3697453540484279
216,A,0,0.19783659210237306
217,A,0,0.03164056687725228
218,A,1,0.5397149707034893
219,B,0,1.119811021714669
220,A,0,0.1767964820827352
221,A,0,0.0
222,B,0,0.005419817628999624
223,A,0,0.4034119181371991
224,B,0,0.049997470044575554
225,A,0,0.6081338607455773
226,B,0,0.5007194818531873
227,B,0,0.15429840925272928
228,B,0,0.05833521716718701
229,A,0,0.0
230,A,1,0.5900100373060027
231,B,0,0.0
232,A,0,0.5613188874599253
233,B,0,0.6772102361378185
234,A,0,0.0
235,B,0,0.0
236,B,0,0.0
237,A,0,0.0
238,A,0,0.0
239,B,0,0.0
240,A,0,0.5890746199401571
241,B,0,0.09629824116066052
242,A,0,0.4563752704560225
243,B,0,0.053309280847386536
244,B,0,0.7282001890979368
245,A,0,0.2597653949041571
246,B,0,0.08539931235695586
247,A,0,0.9657272076113244
248,B,0,0.10265844311436827
249,A,1,0.4336329950821592
250,A,0,0.260573000588033
251,A,0,0.1883494884325761
252,A,0,0.5198973659498771
253,A,0,0.0
254,B,0,0.4414150794438493
255,A,0,0.4558245411722874
256,B,0,0.0
257,A,0,0.24897320171680332
258,A,0,0.0
259,B,0,0.9037424221522004
260,B,0,0.0
261,A,0,0.06407766689938577
262,A,0,0.0
263,B,0,0.09616361744804798
264,B,0,0.19823719199092873
265,B,0,0.430336740603406
266,A,0,0.016854006180290204
267,A,0,0.14426781239852432
268,B,0,0.0
269,B,0,0.0
270,A,0,1.0267422674827853
271,A,0,0.5123729575084387
272,A,0,0.0
273,B,1,0.3987808275415127
274,A,0,0.0
275,A,0,0.19349274214587947
276,A,0,0.2104183365077571
277,B,0,0.0
278,A,0,0.0
279,A,0,0.6267135515745339
280,A,0,0.3355056353885288
281,A,0,0.08762959412961943
282,B,0,0.13380163765517405
283,A,0,0.041140862262299294
284,A,0,0.0
285,B,0,0.2346985481277878
286,A,0,0.0
287,B,0,0.0
288,B,0,0.007921278382887864
289,A,0,0.41969051441338917
290,B,0,0.0
291,A,0,0.0
292,B,0,0.39195562255171346
293,A,0,0.4263106713918653
294,B,0,0.0
295,B,0,0.36871930318788776
296,B,0,0.11251027087557437
297,A,0,0.29038765296606805
298,A,0,0.0
299,A,0,0.44986833480825056
300,A,0,0.5609776862349494
301,B,0,0.39112197068785504
302,A,0,0.367501988508543
303,B,0,0.0
304,B,0,0.27818892472008194
305,A,0,0.19236640499223695
306,A,0,0.15588634794610007
307,B,0,0.010826603008694008
308,A,0,0.2166094924740662
309,A,0,0.3236352215385001
310,B,1,0.7208635518378126
311,B,0,0.061002758087038755
312,A,0,0.5689261432817814
313,A,1,0.46838986781926245
314,A,1,1.109046559347163
315,B,0,0.2530437391191574
316,B,0,0.0
317,B,0,0.11300543117920586
318,B,0,0.0
319,B,0,0.4025193555228318
320,A,0,0.30437052859114144
321,A,0,0.03296114745404563
322,B,1,0.46933451028373313
323,B,0,0.29051482805032114
324,B,0,0.4872156820525795
325,A,0,0.16584909518543556
326,A,0,0.325505750266767
327,A,0,0.0871918548350772
328,A,0,0.22027076180282817
329,B,0,0.11261512658189346
330,B,0,0.28821264289249404
331,A,0,0.0
332,A,0,0.3932571569569068
333,B,0,0.1310202555190056
334,A,0,0.3075824202948156
335,B,0,0.09790696176013731
336,B,0,0.2961083568122311
337,A,0,0.0
338,A,0,0.5567463237465387
339,B,1,0.2889366237088107
340,B,0,0.0
341,A,0,0.27069982086189026
342,B,0,0.6388526855553731
343,B,0,0.28343789054240925
344,B,0,0.12562746341627418
345,A,0,0.0
346,B,0,0.14261700067096034
347,B,1,0.7940368966873719
348,A,0,0.7071705936018191
349,A,0,0.38663756648173464
350,B,0,0.0
351,A,0,0.8080337285729577
352,A,0,0.08149703735036208
353,A,0,0.0
354,B,0,0.642446795626073
355,B,0,0.18507327191090958
356,A,0,0.08977922018657036
357,B,0,0.2656357966805694
358,A,0,0.4534666341127148
359,B,0,0.4980008613348951
360,B,0,0.0
361,B,0,0.7995444410815189
362,A,0,0.48405847639868765
363,B,0,0.08623968139605465
364,A,0,0.0
365,B,0,0.0
366,A,0,0.2370135312728548
367,A,0,0.005595111743111947
368,A,0,0.0
369,B,1,1.0433763214824907
370,A,0,0.30937020314789704
371,B,0,0.08162862247288666
372,A,1,1.0202742788556118
373,A,0,0.6102135878917012
374,B,0,0.0
375,A,0,0.019012434757325725
376,B,0,0.48278655206596305
377,B,0,0.4156821697445163
378,A,0,0.26800965693139767
379,A,1,1.1487263562675372
380,A,0,0.0
381,B,0,0.0
382,B,0,0.0
383,A,0,0.23676322866081204
384,A,0,0.0
385,A,0,0.05383455307259252
386,A,1,0.5074999642699096
387,B,0,0.013871256621529188
388,B,0,0.0
389,A,0,0.3102398617236839
390,B,0,0.4384673203949657
391,A,0,0.055866218144536656
392,A,0,0.13782026135879655
393,B,0,0.025690228246425417
394,B,0,0.35937536469085674
395,B,0,0.226716811621766
396,A,0,0.6782470701014642
397,A,0,0.0
398,A,0,0.3087507497573143
399,A,0,0.33319741989400076
400,B,0,0.09186794870273059
401,B,0,0.37506023821482304
402,A,0,0.0
403,B,0,0.8356409092187964
404,A,0,0.0
405,B,0,0.4759421781694964
406,A,0,0.0
407,A,0,0.5452649093695258
408,B,0,0.08456779201729933
409,A,0,0.2475268721486634
410,A,0,0.2160031267120204
411,A,0,0.5302202285074384
412,A,0,0.1035357649571221
413,A,0,0.0
414,A,0,0.0
415,B,0,0.2551136969266845
416,B,0,0.06785953853892146
417,A,0,0.4309462553962394
418,A,1,1.1045980987923407
419,B,0,0.1556684570300571
420,B,0,0.0
421,B,1,1.215249533001769
422,B,0,0.5249160500320453
423,B,0,0.11024265971989289
424,A,0,0.8324865234178256
425,A,0,0.09533736197220069
426,B,0,0.0
427,B,0,0.15323796987469834
428,A,0,0.5233501146517312
429,B,0,0.0
430,A,0,0.7853675233230346
431,B,0,0.0
432,B,0,0.48632668291437214
433,A,0,0.3633387122609531
434,A,0,0.15378288212515295
435,A,0,0.5241598936153271
436,B,0,0.0
437,B,0,0.6072715360799568
438,A,0,0.1808947913089276
439,A,1,0.6372694250409461
440,B,0,0.4247522144120244
441,A,0,0.517969704079773
442,A,0,0.430938629187085
443,A,0,0.7998511463134961
444,B,0,0.5242178228150295
445,B,0,0.5850519897261217
446,A,0,0.03804081884704558
447,B,0,0.23195713311860888
448,B,0,0.36889477469765686
449,A,0,0.1946773289890119
450,B,0,0.29049056995197076
451,B,0,0.3278314298403706
452,A,0,0.4532731753044606
453,A,0,0.16951733276899283
454,B,0,0.09506023538243565
455,B,0,0.0
456,A,0,0.0
457,B,1,1.1517353682038969
458,B,0,0.17464355359926428
459,A,0,0.43608331432716296
460,B,0,0.0
461,A,0,0.0
462,B,0,0.0
463,A,0,0.5439880902528516
464,A,0,0.5204232319497378
465,B,0,0.29961158235562557
466,A,0,0.0
467,B,0,0.1607592075302437
468,A,0,0.11067185606032032
469,B,0,0.09650799617140501
470,B,0,0.0
471,B,0,0.0
472,A,0,0.14296733729532946
473,A,0,0.6549283369436283
474,B,0,0.24822291773952332
475,B,0,0.6202664858788424
476,B,0,0.08188792737216621
477,A,0,0.12419342562565765
478,B,0,0.0
479,A,0,0.3389991017621057
480,A,0,0.3641286984018001
481,B,0,0.7291277208678122
482,A,0,0.053971636762151276
483,B,0,0.22824624685911396
484,A,0,0.0
485,A,0,0.0
486,A,0,0.0
487,B,0,0.0965004427742638
488,B,0,0.6066314086009441
489,B,0,0.20066348077201343
490,B,0,0.0
491,B,0,0.24256334847251992
492,B,0,0.2652714066680103
493,B,0,0.0
494,A,0,0.5429700879888784
495,A,0,0.0
496,A,0,0.13593661157510406
497,A,0,0.3995198196887737
498,B,0,0.0
499,A,0,0.30837612459301306
500,A,0,0.5878679150581416
501,B,0,0.33610137927709044
502,B,0,0.0
503,B,0,0.0
504,A,0,0.569691020751279
505,A,0,0.28950057351958824
506,B,0,0.1970423184530074
507,A,0,0.33236017841464705
508,A,0,0.41631468500176283
509,A,0,0.0
510,B,0,0.1128799759781134
511,B,0,0.24287409490004588
512,B,0,0.03681268346380234
513,B,0,0.15996453243882364
514,B,0,0.589361528354598
515,A,0,0.0
516,B,0,0.7779988127405422
517,A,0,0.7638033132145958
518,A,0,0.0
519,B,0,0.15769320046609328
520,A,0,0.3028074708937038
521,A,0,0.0
522,A,0,0.0
523,B,0,0.12877529097963614
524,A,0,0.4217534261334651
525,A,0,0.04659984831587169
526,B,0,0.7480081434860351
527,A,0,0.2869922007015596
528,B,0,0.1692274147750029
529,B,0,0.6347779055394374
530,B,0,0.38788435851810577
531,A,0,0.3107860327062722
532,A,0,0.10065788516914251
533,A,0,0.744195684167825
534,B,0,0.443546476921996
535,A,0,0.1389765992165863
536,A,0,0.0
537,A,1,0.9118854625285766
538,B,0,0.0
539,A,0,0.0
540,B,0,0.11625454835967078
541,A,0,0.2844413307771867
542,A,0,0.5847443701049493
543,A,0,0.2847355475855747
544,B,0,0.4418058581512252
545,A,0,0.0
546,A,0,0.19324034675973287
547,B,0,0.23726339579135153
548,B,0,0.4586738553859733
549,B,0,0.2348182020293052
550,B,0,0.44122368743596185
551,A,0,0.048740225666859816
552,B,0,0.307386471863947
553,A,0,0.3244599203763269
554,B,0,0.0
555,B,0,0.2526615885702928
556,B,0,0.10389124191457798
557,B,0,0.0
558,B,0,0.48752200404241947
559,B,0,0.09144239590870969
560,B,0,0.0
561,A,0,0.08680497689185565
562,A,0,0.2414600909444964
563,A,0,0.652372845304142
564,B,0,0.15022003909813925
565,A,0,0.3417222490875531
566,A,0,0.6120738130693286
567,A,0,0.3600651593821378
568,B,0,0.5205692472256375
569,B,0,0.05704704231471336
570,B,1,1.0313147979421933
571,A,0,0.18260719997909225
572,A,0,0.5223233712467539
573,A,0,0.0
574,A,0,0.0
575,A,0,0.5806194718116147
576,B,0,0.14117480822918924
577,B,0,0.09231180598865915
578,B,0,0.22327172580507176
579,A,0,0.0
580,A,0,0.599582410559168
581,B,0,0.0
582,A,0,0.15482060049187854
583,A,0,0.3040858357107087
584,A,0,0.16866587928003135
585,B,0,0.0
586,B,0,0.0
587,A,0,0.3276183277462471
588,B,0,0.0
589,B,0,0.39387281171451216
590,B,0,0.0
591,B,0,0.03350507098499475
592,A,0,0.21089180671092383
593,B,0,0.0
594,A,0,0.39560325905797766
595,B,1,0.7944383560071493
596,B,0,0.0
597,B,0,0.0
598,B,0,0.0
599,B,0,0.21531018353909862
600,B,0,0.0
601,B,0,0.0
602,B,0,0.13063221935233682
603,A,0,0.8832501574559102
604,B,0,0.2832621083700372
605,B,0,0.42887565005018025
606,A,0,0.2638155038805915
607,B,0,0.43489464983257586
608,B,0,0.0
609,B,0,0.07084640894222455
610,B,0,0.27840525368301167
611,A,0,0.1946249551835082
612,B,0,0.1424020339663726
613,A,0,0.00023717607711892796
614,B,0,0.12248506918873903
615,B,0,0.0
616,A,0,0.0
617,A,0,0.0
618,A,0,0.34269588166233195
619,A,0,0.6671233867014883
620,A,0,0.744074051397106
621,A,0,0.22902552310661248
622,A,0,0.4680150870332403
623,A,0,0.4723933732132171
624,B,0,0.0
625,A,0,0.0
626,A,0,0.2092661958064439
627,A,0,0.0
628,B,0,0.10402111611355194
629,A,0,0.3824351260368105
630,B,0,0.0
631,A,0,0.20968861517949106
632,A,0,0.5720054345927196
633,A,1,0.9084537422062892
634,A,0,0.3566965102249037
635,B,0,0.4720221241450235
636,A,0,0.719888921639354
637,A,0,0.24542692451695605
638,B,0,0.5688502584299374
639,B,0,0.1807492350987728
640,B,0,0.036149355369954755
641,B,0,0.29444629088526947
642,B,0,0.01825614560249872
643,A,0,0.028061235270030377
644,B,0,0.017677810867325977
645,A,0,0.0
646,A,0,0.231649843298179
647,B,0,0.0
648,B,0,0.16781926379951678
649,B,0,0.6349906341454483
650,A,1,0.643699903067813
651,B,0,0.03739725246575684
652,A,0,0.6091728153505387
653,B,0,0.3638917296392896
654,B,0,0.49295812920579285
655,B,0,0.09341262980390201
656,B,0,0.42442496386127826
657,B,1,0.5941494232529594
658,A,0,0.0
659,A,0,0.37887328346151994
660,A,0,0.020488048618182736
661,B,0,0.4301355629731861
662,A,0,0.9175053606287895
663,A,0,0.0
664,B,0,0.0
665,B,0,0.5360438545528022
666,B,0,0.1564765491520329
667,B,0,0.5483269549377717
668,B,0,0.0
669,A,0,0.29940325334239115
670,B,0,0.15483310465314662
671,B,0,0.24211121686200274
672,B,0,0.299334805716609
673,A,0,0.0
674,B,0,0.0
675,B,1,1.219773202068627
676,B,0,0.2879641134742867
677,A,0,0.23190389988578822
678,B,1,0.786777583215934
679,B,0,0.3069627496118351
680,B,0,0.0
681,A,0,0.0
682,B,0,0.5913524741619299
683,B,0,0.24538256655414897
684,A,0,0.45509026209621023
685,B,0,0.018300797923618023
686,A,0,0.6130176141077915
687,B,0,0.3035835215958557
688,A,0,0.3443737457750257
689,B,0,0.3646188013147341
690,B,0,0.0
691,B,1,0.24028374097998195
692,B,0,0.0
693,B,0,0.6891568572159084
694,A,0,0.5902051910961459
695,A,0,0.09592358960660899
696,B,0,0.1094971018891565
697,B,0,0.5109817631707558
698,A,0,0.1494770381739242
699,A,0,0.0
700,B,0,0.5796629277788483
701,B,0,0.3431535733741796
702,A,0,0.0
703,A,0,0.10604296834103676
704,A,0,0.24310106098530182
705,B,0,0.3443740481176365
706,A,1,0.8456453567934906
707,B,1,0.6092774608269127
708,A,0,0.16527228679100386
709,A,0,0.28844009538308013
710,B,0,0.11959877431579499
711,B,0,0.0884297840881378
712,B,0,0.5756251815994451
713,B,0,0.0
714,B,0,0.09516095866702638
715,B,0,0.0
716,B,0,0.36229098903542356
717,A,1,1.0484793379540656
718,A,0,0.3645460497789753
719,B,0,0.4753017462383686
720,A,0,0.3322120234290683
721,B,0,0.3027546172860237
722,B,0,0.34218412009640403
723,A,0,0.11980747041401696
724,B,0,0.5564983587789206
725,A,0,0.09542838049575299
726,B,0,0.0
727,A,0,0.45493508408553524
728,A,0,0.7552108339854444
729,B,0,0.0
730,B,0,0.16951066112214302
731,A,0,0.0
732,B,0,0.08582502496174498
733,B,0,0.21382789153389742
734,A,0,0.0
735,B,0,0.11670389861981383
736,B,0,0.0
737,A,0,0.029531708617556607
738,B,0,0.0
739,B,0,0.0
740,B,0,0.0
741,B,0,0.5658063766197902
742,B,0,0.35271772542186547
743,A,0,0.0
744,B,0,0.02095172178563734
745,A,0,0.0
746,B,0,0.0
747,A,0,0.0
748,A,0,0.42631571641053656
749,A,0,0.08124086434760032
750,B,0,0.3404446728468541
751,A,0,0.3580267295499282
752,A,0,0.6126335935012661
753,B,0,0.0
754,B,1,1.3215806334274867
755,A,0,0.5806445821673691
756,B,0,0.371919797700652
757,A,0,0.9150776687702349
758,A,0,0.2614935793781694
759,B,1,1.0464436748210655
760,A,0,0.0
761,B,0,0.5403072223855485
762,B,0,0.2503477909167244
763,B,0,0.06463995654318605
764,A,0,0.8350817594947628
765,B,0,0.10856010063775047
766,B,0,0.2026583982825553
767,A,0,0.1408160128021615
768,A,0,0.0
769,A,0,0.3593817201591285
770,B,0,0.4215228811198193
771,B,0,0.3063117583216176
772,A,0,0.0
773,B,0,0.5023991010269255
774,B,0,0.09492849505307187
775,B,0,0.0
776,A,0,0.3809842877152924
777,A,0,0.36885482611215886
778,A,0,0.0
779,B,0,0.9417307036497695
780,B,0,0.0
781,B,1,0.2800991886846633
782,A,0,0.0
783,A,0,0.6262399528670191
784,A,0,0.14724298228894528
785,B,0,0.08838299364554252
786,A,0,0.1813526836600018
787,B,0,0.02101582762510848
788,B,0,0.0
789,A,0,0.007635351858368417
790,A,0,0.4123866570402267
791,A,0,0.5061367657014972
792,B,0,0.0
793,B,0,0.2717683915215173
794,A,0,0.43646217237472584
795,A,0,0.0
796,B,0,0.04923002239484128
797,A,0,0.0
798,A,0,0.0
799,A,1,0.8305588606370005
800,A,0,0.0
801,A,0,0.3893387267433641
802,B,0,0.19117342321540898
803,B,0,0.3237882065614983
804,B,0,0.11231512621403858
805,B,1,0.6095007852232931
806,B,1,0.7727980594679656
807,A,1,0.7985011609170213
808,A,0,0.0
809,B,0,0.3279786365330495
810,A,0,0.4239784567929406
811,B,0,0.24742481159927793
812,B,0,0.714047266550468
813,A,0,0.010298297104785276
814,B,0,0.3561789254603309
815,B,1,0.6773795598412817
816,A,0,0.2703888511025778
817,A,0,0.0
818,B,0,0.53453701320943
819,B,0,0.2528062717271772
820,A,1,1.1576733498719503
821,B,0,0.0
822,A,0,0.05194543723976766
823,B,0,0.0
824,B,0,0.040417440412549716
825,A,0,0.0
826,B,0,0.16383771971381217
827,B,0,0.1948258568816472
828,B,0,0.18770454059103125
829,A,0,0.03334283794645182
830,A,0,0.2562275533666005
831,A,0,0.46268464865927045
832,A,1,0.5293173302033232
833,A,0,0.20026658750057655
834,B,0,0.17777873324723553
835,B,0,0.3405063902671287
836,B,0,0.18084242456787059
837,A,0,0.19530055892149828
838,A,0,0.0
839,B,0,0.20651115171789242
840,A,0,0.0
841,B,0,0.35471127444922357
842,B,0,0.16903431971404353
843,A,0,0.21195752528439943
844,A,0,0.0
845,A,0,0.4411272739825067
846,A,0,0.40769417267965224
847,A,0,0.45845717871494235
848,B,0,0.8682158242739526
849,B,0,0.18424418531207792
850,B,1,1.161020850742342
851,B,0,0.16285165807282348
852,B,1,0.9182261887520894
853,A,0,0.30960122828388065
854,A,0,0.2793775290075423
855,B,0,0.3974768535561143
856,A,0,0.10881908589822618
857,A,0,0.21227968447444304
858,B,0,0.36059289420254337
859,B,0,0.7243561700115473
860,B,0,0.0
861,B,0,0.0
862,A,0,0.05477435265569047
863,B,0,0.2269785298942359
864,B,0,0.25249312796110707
865,B,0,0.22766533573602027
866,B,0,0.5548370368036348
867,B,0,0.492814937835164
868,A,0,0.1852196285146112
869,A,0,0.05913586317434397
870,A,0,0.09619733558524826
871,A,1,0.6931087541052205
872,A,0,0.13232015785155854
873,A,0,0.0
874,B,0,0.061687776907213165
875,B,0,0.07253599361121016
876,B,1,0.7433358842906119
877,B,0,0.123709996273963
878,B,0,0.4016021424882611
879,B,0,0.04041699321110245
880,A,0,0.06842668957073536
881,B,0,0.36258162640041214
882,A,0,0.1294055459767304
883,A,0,0.2649364180537027
884,B,0,0.40080070950683183
885,B,0,0.32659084843341646
886,A,0,0.2750487343952948
887,A,0,0.14106753269725414
888,A,0,0.4045682309279621
889,A,0,0.25266498237950014
890,A,0,0.04854417468147551
891,B,0,0.15475724390029696
892,B,0,0.0
893,B,1,0.5115332077559263
894,B,0,0.0
895,B,0,0.0
896,B,0,0.6006636264892651
897,A,0,0.03305334800202403
898,A,0,0.43626224513081036
899,B,0,0.1989650437331595
900,A,0,0.0
901,A,0,0.6014838545383725
902,A,0,0.3746617545719426
903,B,0,0.0
904,A,0,0.5124206594560069
905,B,0,0.0
906,A,0,0.14662581602521063
907,A,0,0.40043402650516846
908,A,0,0.11004405182024608
909,A,0,0.5356832166851622
910,B,0,0.4283791281539487
911,A,0,0.0
912,A,0,0.05826975306986584
913,B,1,0.8846221199664095
914,B,0,0.027500395620487394
915,A,0,0.13511704814565856
916,B,0,0.4399354734166856
917,B,0,0.2950343920050366
918,A,0,0.0
919,B,0,0.25238191080609107
920,B,0,0.01631910946703835
921,B,0,0.0
922,A,0,0.0
923,A,0,0.28608666113027553
924,A,0,0.19156588820193135
925,B,0,0.20162954256752771
926,B,0,0.0
927,A,0,0.14482113500372734
928,A,0,0.0
929,B,0,0.0
930,B,0,0.15046197296286862
931,B,0,0.0
932,A,0,0.4007801799101335
933,B,0,0.9460648553818727
934,A,0,0.3376469747272213
935,B,0,0.0
936,A,0,0.1186443457545546
937,A,0,0.0
938,A,1,0.6867150856123336
939,B,0,0.3521941806708153
940,B,0,0.3768154298557318
941,A,0,0.0
942,B,1,0.8897436960459875
943,A,0,0.5469224075016338
944,A,0,0.7265274755297291
945,A,0,0.0
946,B,0,0.0
947,A,0,0.21632476073611875
948,B,0,0.0
949,A,0,0.040689799654734404
950,A,0,0.11870750920636436
951,A,0,0.062197403738633805
952,B,1,0.32483803155124336
953,A,1,0.7263346676811043
954,B,0,0.0
955,B,0,0.42724491753743676
956,A,0,0.0
957,B,0,0.11529646107162766
958,B,1,0.7301156224644791
959,A,0,0.3702714263973559
960,A,0,0.0
961,A,0,0.09781251926119984
962,B,1,1.027884544782103
963,A,0,0.09149352883202973
964,B,0,0.0
965,B,0,0.29797945177518725
966,B,0,0.30100607187305267
967,A,0,0.11885318241280149
968,B,0,0.0
969,A,0,0.0
970,A,0,0.10587304731907193
971,A,0,0.0
972,A,0,0.0
973,A,0,0.0
974,A,0,0.1814768196584673
975,A,0,0.04788197981253359
976,A,0,0.17732814825847917
977,B,0,0.22509739368887716
978,A,0,0.4689726501092961
979,B,0,0.8611472370354669
980,B,0,0.4195336520379218
981,B,0,0.0
982,B,0,0.0
983,B,0,0.17166134939920605
984,B,0,0.22141653057738905
985,B,0,0.0
986,B,0,0.28160964116062237
987,A,0,0.0
988,A,0,0.3208009198344911
989,B,0,0.10234454810845141
990,A,0,0.3192387772173916
991,B,1,0.2770414417683703
992,A,0,0.06845993747021015
993,A,0,0.15542119805823634
994,B,0,0.0
995,B,0,0.7647014774680192
996,B,0,0.037767976371342854
997,A,0,0.6169915187025128
998,B,0,0.0006973726639866451
999,B,0,0.13100865335569903
1000,B,0,0.5551705735130059
1001,B,0,0.2911480535083379
1002,B,1,0.8576163050869582
1003,B,0,0.27978303445286523
1004,A,0,0.0
1005,B,0,0.0831339579085607
1006,B,0,0.0
1007,B,0,0.2592240956942946
1008,B,0,0.036800560878949395
1009,B,0,0.18678226355007546
1010,A,0,0.17681223102171736
1011,B,0,0.18908888452849604
1012,A,0,0.18957586342654104
1013,A,0,0.004286568084920533
